Title,Company,Location,Reviews,Description,Application Link,Job Post Date,Salary
Intern,Integrand Software,"Berkeley Heights, NJ",N/A,"Company OverviewIntegrand Software, Inc. makes software for designing high frequency, RF and mixed signal complex integrated circuits (ICs) for the semiconductor industry. Our electromagnetic (EM) simulation tool, EMX®, allows designers to simulate large RF circuit blocks, characterize the behavior of passive components and analyze the parasitics due to interconnect. More than 50 companies rely on EMX to verify their ICs. The world’s major foundries use EMX to develop passive component models for their process design kits.Position DescriptionThe intern will help develop and enhance Integrand’s EMX. Responsibilities will include software development and creating new applications for the software. A successful candidate will have a strong software and algorithms background. Experience in numerical and scientific computation, electromagnetics and electrical engineering and IC design is desired.ResponsibilitiesDevelop new features for EMXDebug test cases with accuracy, performance, capacity, or functional issuesRequirementsMasters or higher degree in Computer Science, Electrical Engineering, Applied Mathematics or similarDetailed knowledge of C++Experience in parallel programmingExperience with Perl, shell scripts, Matlab and the Linux command line environment.Provide access to non-proprietary code samplesDesirableExperience developing software, preferably in the EDA domainKnowledge of numerical methods and an understanding of integral equation techniques and non-linear optimizationProgramming experience in Cadence’s SKILL extension language or LISP/SchemeExperience with OpenCL/CUDA for programming GPUsExperience with using Cadence tools for layout and simulation of IC designsUnderstanding of analog/mixed-signal circuitsKnowledge of passive and active device modelingTo apply for the internshipt, send your resume to jobs@integrandsoftware.comIntegrand Software is unable to accept unsolicited agency resumes. Any resumes submitted become the sole property of Integrand Software, Inc.",https://www.indeed.com/rc/clk?jk=cb9603384c056cd6&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXjp9z57hHE1XOK_N7m2J2bt-BhdrQogdzP3xc9-PmOQTQ&astse=2e3a1b4ca98df6d6&assa=9576&vjfrom=serp,30+ days ago,N/A
Backend Engineer Developer Intern,S.L. Inc: sub-company to Fashion Entertainment Media,"New York, NY",N/A,"Our company client has one of the most economically influential platforms to launch in 2021. We're Looking for FullStack and Backend Engineers living in the New Jersey or New York area. Engineers looking to earn a full time executive position within 6-8 months AFTER interning (unpaid) under the Lead Backend Security Engineer for Spotify and Venmo/Paypal.This is an economically sustainable on-demand platform, which was evaluated at $125 Million during Forbes Summit '2019. The platform had up to six offers up to $25 Million, PRE-revenue and Pre-Launch. It will be the first economically sustainable on-demand platform to generate up to seven streamsof income, and host up to seven markets that generate up to 900 Billion in revenue annually; profitable within a pandemic or recession.Our Lead Engineer (Advisor) Credentials and Background:NJIT Master's Degree, Data Science, 4.0NJIT Bachelor Degree, Web & Information Systems, 3.89Coursera: Verified Certificates (Computational Investing)Udacity: NanoDegree, Deep LearningThe Data Incubator: Scholar, Deep Learning with BigDLChief Technical Advisor: Movement VaultPlatform Lead Backend Engineer: VenmoMentor: TechstarsComputer Science Teacher: Outco Inc.Engineering: Spotify - PresentRaritan Valley College, Associate of Science, Web Developer, 3.56 Cum LaudeCREDENTIALS TO JOIN:Must have 3-5 years of experience. Engineers (frontend or backend) MUST be fluent and experienced with using the following to build an APP; NO EXCEPTIONS: React Native (frontend) and Django (Backend), Github, AWS, and Slack. FrontEnd engineers must be fluent and experienced in React Native. Backend Engineers must be fluent and experienced in Django.Engineers must also be experienced in 3 or more of the following:Password encryption + saltBackend serverBuild token service for login and registration (open api)Build and query databaseThe api gateway and amazon web servicesJSON language (formats / sends data)Java Script (backend) using node jsWriting in Unity engine + C sharp languageBackend security; Firewalls and encryptionProficient in API DevelopmentJangoPythonPostgresQLDeveloped and deployed app in app storeMinimum Requirement of 15-20 hrs a week.Starting in September 2021.This platform has a lot of backend data; geographic, gps, sales, and more.Engineers can be in school or have a job currently. All engineers are guaranteed permanent positions with their desired position (salary to match position) once the app goes to market (scheduled) in Winter 2021; provided quality work and hours are met. There are currently 8 engineers on the team working remotely from various states, and 45 team members with advisorswho are managers at Ernst & Young (DC and NYC), Spotify, Venmo/Paypal, and Madison Square Garden.We’re looking for applicants that take initiative and deliver on tasks (big and small) efficiently to move into positions of leadership quickly.Legal action may be taken if an applicant provides false information for interview or orientation; this includes but is not limited to their current living location. This opportunity is not for remote learning or for engineers looking to relocate. Applicants must ALREADY be living distance of our preferred location/area of our business as cited.Job Types: Full-time, Part-time, Contract, InternshipBenefits:Flexible scheduleProfessional development assistanceSchedule:Monday to FridayOn callWeekend availabilityAbility to commute/relocate:New York, NY: Reliably commute or planning to relocate before starting work (Required)Education:Bachelor's (Required)Experience:AWS: 1 year (Required)JavaScript: 1 year (Required)APIs: 1 year (Required)app engineer: 3 years (Required)Work Location:One locationWork Remotely:Temporarily due to COVID-19",https://www.indeed.com/viewjob?cmp=S.L.-Inc%3A-sub--company-to-Fashion-Entertainment-Media&t=Backend+Engineer+Developer+Intern&jk=dbccf6ad1be92512&vjs=3,26 days ago,N/A
Field Technology Intern / Co-Op,"J. Fletcher Creamer & Son, Inc","Hackensack, NJ",3.5 out of 5 stars from 32 employee ratings,"J. Fletcher Creamer & Son, Inc is currently looking for a Field Technology Intern / Co-Op to add support to our current IT leaders. (Monday through Friday, in-office, FT hours)Desired Qualifications:Pursuing a major in Computer Science or similar is required.Experience in the software engineering or consulting industry is preferred.Multiple software language development experience is highly desirable.Responsibilities:Build information systems by designing, developing, and installing software solutionsDesign interactive applicationsCreate software in Java, Ruby on Rails, PHP, C++ or other programming languagesInterface, navigate and edit/update/maintain relational databases - SQL and ORM technologies (JPA2, Hibernate)Develop web applications using the latest popular and modern web frameworkCreate multi-level testing of developmental and production systems (QC & QA)Routine utilization of software engineering toolsMulti-level documenting requirements and specifications within code and other resourcesSpecific Duties:Determines operational feasibility by evaluating analysis, problem definition, requirements, solution development, and proposed solutionsDocuments and demonstrates solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear codePrepares and installs solutions by determining and designing system specifications, standards, and programmingImproves operations by conducting systems analysis; recommending changes in policies and proceduresObtains and licenses software by gaining required information from vendors; recommending purchases; testing and approving products.Updates job knowledge by studying state-of-the-art development tools, programming techniques, and computing equipment; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professionalProtects operations by keeping information confidentialProvides information by collecting, analyzing, and summarizing development and service issuesAccomplishes engineering and organization mission by completing related results as neededDevelops software solutions by studying information needs; conferring with users; studying systems flow, data usage, and work processes; investigating problem areas; following the software development lifecycleDeploy programs and evaluate user feedbackComply with project plans and industry standardsEnsure software is updated with latest featuresSpecial Skills / Abilities Needed:Analyzing InformationGeneral ProgrammingSoftware DesignSoftware DebuggingSoftware DocumentationSoftware TestingProblem SolvingTeamworkSoftware Development FundamentalsSoftware Development ProcessSoftware RequirementsExperience in Agile teamsExpertise in conflict resolutionExcellent organizational skillsExcellent analytical skillsTravel:Overnight travel: InfrequentIntra / interstate: OccasionalPhysical Requirements:Ability to work in an office environment involving the use of normal office machines. Ability to drive vehicle to and from office locations and potentially job site locations.",https://www.indeed.com/viewjob?jk=2daf766304c592f1&from=serp&vjs=3,8 days ago,N/A
Android Developer Intern,Digital Mobile Agency,"New York, NY",N/A,"NYC's Premier Mobile Digital Agency is seeking an Android Developer Intern.Candidates sought:-Experienced candidate's capable of performing cross platform development with primary focus on Android (Back-end and Front-end).-Experience with Node.js-Experience working with Android Phones/Tablets and Wearable devices.- Experience with PHP and mysql.-Experience with user interactions and multi-touch technologies. Familiarity with memory management and allocation, API integrations, CMS development, device and power management/performance and billing platform integrations.-Experience with Algorithm Development (Machine Learning / Artificial Intelligence is a plus).-Familiarity with Android SDK and Development tool kits.-Experience with OpenGL, Unity Engine, Cocoa 2D, Unreal Engine and Corona SDK for iOS/Android Game Development.-Experience with Encryption is a plus.-Design skills using Adobe Photoshop and Illustrator a plus and ability to work with PSD files.College credit available upon institution approval.Job Types: Full-time, Part-time, InternshipSchedule:Monday to FridayExperience:Mobile App Development: 1 year (Preferred)Android : 1 year (Preferred)Java: 1 year (Preferred)Work Location:One locationWork Remotely:Temporarily due to COVID-19",https://www.indeed.com/viewjob?cmp=Digital-Mobile-Agency&t=Android+Developer+Intern&jk=a7267c959221c81b&vjs=3,22 days ago,N/A
CAMPUS: Information Technology/Quality Assurance Co-op or Internship Opportunity - Fall 2021,"Langan Engineering and Environmental Services, Inc.","Parsippany, NJ 07054",3.8 out of 5 stars from 58 employee ratings,"Langan provides expert land development engineering and environmental consulting services for major developers, corporations, energy companies, healthcare systems, colleges/universities, and large infrastructure programs throughout the U.S. and around the world. Our employees collaborate seamlessly among 30+ offices and gain valuable hands-on experience that fosters career growth. Langan culture is entrepreneurial from advancing innovative technical solutions, to participating in robust training and knowledge sharing, to making progressive change within the communities we live and work.Langan is committed to a diverse and inclusive work environment where employees are empowered to contribute their skills and knowledge to make impactful contributions. Langan is pleased to be recognized for three consecutive years as a top 10 ""Best Firms to Work For"" and top 100 ""Hot Firms"" in the nation.Langan is seeking a fall Quality Assurance Cooperative Education Student or Intern to join its collaborative Information Technology team in Parsippany, NJ. This individual will serve a key function in supporting the software development team and assisting in the testing and documentation of software projects. In this role, you will have the opportunity to support strategic and innovative company initiatives.Job Responsibilities:Test new internal software applications to ensure quality assurance (QA) standards are met prior to go-live and document the QA processes you execute; for example, user navigation, notifications, and experience;Develop new and update existing standard operating procedures/user guides;Support the Software QA Specialist with tasks including follow-ups to internal client meetings; andPerform other duties as requested.Job Requirements:Student actively pursuing a four year or advanced degree in Computer Science, Business, or related field;Minimum GPA of 3.0 or greater is preferred;Possess excellent problem solving skills and effective communication skills; andAbility to work independently and in an applications development team.Langan is committed to employee wellbeing and providing a healthy and safe work environment. Langan provides a rich array of programs and benefits to help its employees advance their careers and enhance the quality of their lives. Our comprehensive compensation package includes: full-time employment company paid medical, dental, and vision coverage; life insurance, short- and long-term disability insurance, and paid pregnancy disability leave; 401(k)/Roth with company match; paid time off including parental and military leave; employee referral and professional license bonuses; and educational reimbursement.Langan offers flexible work schedules; extensive training; wellness programs; buddy and mentoring programs; employee resource groups; and much more!Langan is an affirmative action / equal opportunity employer committed to building a team that represents and values diverse backgrounds. Langan promotes a positive work environment of inclusion, where we respect each other’s differences and recognize that a diverse and inclusive environment is a key to our success.",https://www.indeed.com/rc/clk?jk=2b8a95687c52af10&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXgN_xIOwH3LoBjPpa2S8NFjwsdLqiuaGy5Gw05HfKNzLw&astse=723d6f4b74475665&assa=2772&vjfrom=serp,30+ days ago,N/A
iOS Developer Intern,Digital Mobile Agency,"New York, NY",N/A,"NYC's Premier Mobile Digital Agency is seeking an iOS Developer Intern.Candidates sought:- Strong Knowledge of iOS and related development tools- Xcode and Interface Builder.- Strong Knowledge of Swift Code and Objective-C.- Knowledge of Node.js and PHP and mysql a plus.-Candidate's capable of performing cross platform development with primary focus on iOS (Back-end and Front-end).-Knowledge of working with iPhone, iPads, Tablets and Apple Watch devices.-Candidate should be capable of manipulating and managing user interactions and multi-touch technologies. Familiarity with memory management and allocation, API integrations, CMS development, device and power management/performance and billing platform integrations.-Knowledge of Algorithm Development (Machine Learning / Artificial Intelligence is a plus).-Knowledge of OpenGL, Unity Engine, Cocoa 2D, Unreal Engine and Corona SDK for iOS/Android Game Development is a plus.- Knowledge of Xamarin C# development is a plus.- Knowledge of Encryption is a plus.-Design skills using Adobe Photoshop and Illustrator a plus and ability to work with PSD and Sketch files.- Should also have knowledge of Java, Python and HTML5.- College credit if college accepts.Job Types: Full-time, Part-time, InternshipSchedule:Monday to FridayExperience:Swift: 1 year (Preferred)Mobile App Development: 1 year (Preferred)iOS: 1 year (Preferred)Work Location:One locationWork Remotely:Temporarily due to COVID-19",https://www.indeed.com/viewjob?cmp=Digital-Mobile-Agency&t=Ios+Developer+Intern&jk=c45c13115fcef568&vjs=3,20 days ago,N/A
INTERNSHIP - Business analyst and C# developer,Société Générale,"New York, NY","3.9 out of 5 stars from 2,723 employee ratings","ResponsibilitiesThe position is for an exceptionally motivated, capable Junior Level Business analyst with prior experience as a Software Developer or a technical Business Analyst having a strong appetite and ability to enter the lower layers of application systems, such as UNIX operating systems, databases, and related low-level technologies.You will be part of the Equities and Equity Derivatives / Volatility New York DevOps team. The Team is composed of ten people with the responsibility of supporting the Equity Derivatives Trading desks on Front-Office applications and providing new solutions to our traders/sales by core applications’ development, production monitoring and automation tools in C#, JAVA, SQL, Scripting or Python.The applications and IT systems under our responsibility have critical roles in the Equity Société Générale IT Chain:Direct Market access with EMS and OMS including Trading Tools for Equity trading from single stock to futures and listed optionsDeal Processing Application, Product Lifecycle and Event ManagementRisk engines and Pricing …As part of this team, you will have the possibility to interact and work with other teams located in New York, Montreal (Canada) and Paris (France).Responsibilities/Tasks:Your role will include but is not limited to:Build knowledge and expertise on equities and equity derivatives SocGen systemWork with Senior BA and developers to gather business requirements, to design new features and to document system requirements user guides/demos and support the run bookAssist in design, development, testing, deployment and support of high-quality software applications using C# and related .NET technologies, as well as REST services.Participate in testing automation with proposing new automation ideas helping across any testing phase (UATs, non-regression,) to secure production releases and to produce/promote maintainable and quality solutionsParticipate in automation tools initiatives such as production monitoring tools or release management tools (Python, Elasticsearch, Kibana, etc.).Communicate with users regarding upcoming events (release, projects, etc.).Interact and Respond to users (traders, back/middle office, Regulators, Compliance… etc) to explain and certify new features and enhancements to be delivered.Effective and efficient oral and written communication with various audience at appropriate levelsEnsure that user demos, UATs and chain testing results, users’ certifications are documented and tracked. Ensure that any incident is raised on time to the team members communicated to the impacted users, documented and tracked.Maintain our backlog tickets, assigned to you, up to datePartner with the Global development teams (Paris/ Montreal) to ensure a correct follow-up and active support for our usersRespect internal IT norms, standards, and processes.Agile, business-facing developers performing Continuous DeliveryThe team is composed of support analysts, business analysts and developers. Every member of the team including developers are encouraged to engage with the traders, to gather their requirements and build appropriate solutions, having acquired a sufficient understanding of the business.The team works in an agile mode with Product Owners participating in sprint planning, demos and backlog refinements.The “Continuous Delivery” initiative is strongly pushed, making use of relevant tools such as Github, XL Deploy, and others, to put in place a reliable pipeline of integration, with automated tests, automated deployments and tests, and automated production releases, to achieve a stable flow of continuously delivered features while preserving Production stability.DevOps and Feature TeamThe team is one of the early adopters of the “DevOps” practices, operating as a “Feature Team” to support the Equity Volatility and Hybrid trading systems. It therefore contains both developers and production-support analysts, working together as one, to ensure self-sufficiency, and produce synergies in incident resolution, as well as Production-awareness at all stages of the software development process.Profile requiredRequired/Must have:Knowledge of object-oriented design and developmentStrong database experience including writing SQL queries and stored procedure (SQL Server, Oracle, Sybase …).Good programming skills in Python and Excel VBA; experience developing Excel software using C# and interfacing with Excel spreadsheets.Knowledge in Unix, Linux server environnementDesired/Plus:Programming skills in C# and related .NET technologiesKnowledge of equity derivatives instruments, US financial market, market connectivity, order management systems and trading tools.Knowledge in financial standardized messaging protocol like FIXAgile /Scrum experience including TDDFamiliarity with Continuous Delivery practices and toolsRequired/Must have:Excellent verbal and written communication skillsAbility to work in an international and distributed team environmentCritical thinking and problem-solving skillsAbility to multi-task and follow through all tasks to completionAbility to collaborate with rest of the teamAbility to analyze, solve, monitor and follow up on any task or issue, rigorously and focusing on qualityAbility to adapt to a fast-changing environmentClient focus: strong sense of service to maximize the delivered value to customers/users, be they front officers, middle officers, or IT for IT.Desired/Plus:Ability to read and speak FrenchRequired/Must have:4-year bachelor’s degree – computer science, informational technology or equivalentDesired (Plus) Minor = mathematics / financial engineeringPython, SQL, C#, Excel VBA.Business insightWithin ""SG Corporate and Investment Banking"", the Equity department is a worldwide major actor in stock market, index, equity derivatives, exotic and hybrid equity products.The IT Development team based in New York where you will work is dedicated to the support and the development of this business line in North America. The development team is physically located at the trading desk and works very closely with the traders and market makers in a fully Agile fashion, to develop and support all the software used for the trading of commodity derivatives.This is a full time, 6-12 month internship opportunity.We are an equal opportunities employer and we are proud to make diversity a strength for our company. Societe Generale is committed to recognizing and promoting all talents, regardless of their beliefs, age, disability, parental status, ethnic origin, nationality, sexual or gender identity, sexual orientation, membership of a political, religious, trade union or minority organisation, or any other characteristic that could be subject to discrimination.Reference: 21000FKDEntity: SG AMERICAS OPERATIONAL SECURITIESStarting date: immediatePublication date: 2021/05/13",https://www.indeed.com/rc/clk?jk=d9764f2f87dbb03f&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXhleEIUZFi64TqaP5V99R_pVAq81dAHm7GpE1MqdfeWCQ&astse=48e34ea26a03b4c3&assa=4442&vjfrom=serp,30+ days ago,N/A
Intern,Integrand Software,"Berkeley Heights, NJ",N/A,"Company OverviewIntegrand Software, Inc. makes software for designing high frequency, RF and mixed signal complex integrated circuits (ICs) for the semiconductor industry. Our electromagnetic (EM) simulation tool, EMX®, allows designers to simulate large RF circuit blocks, characterize the behavior of passive components and analyze the parasitics due to interconnect. More than 50 companies rely on EMX to verify their ICs. The world’s major foundries use EMX to develop passive component models for their process design kits.Position DescriptionThe intern will help develop and enhance Integrand’s EMX. Responsibilities will include software development and creating new applications for the software. A successful candidate will have a strong software and algorithms background. Experience in numerical and scientific computation, electromagnetics and electrical engineering and IC design is desired.ResponsibilitiesDevelop new features for EMXDebug test cases with accuracy, performance, capacity, or functional issuesRequirementsMasters or higher degree in Computer Science, Electrical Engineering, Applied Mathematics or similarDetailed knowledge of C++Experience in parallel programmingExperience with Perl, shell scripts, Matlab and the Linux command line environment.Provide access to non-proprietary code samplesDesirableExperience developing software, preferably in the EDA domainKnowledge of numerical methods and an understanding of integral equation techniques and non-linear optimizationProgramming experience in Cadence’s SKILL extension language or LISP/SchemeExperience with OpenCL/CUDA for programming GPUsExperience with using Cadence tools for layout and simulation of IC designsUnderstanding of analog/mixed-signal circuitsKnowledge of passive and active device modelingTo apply for the internshipt, send your resume to jobs@integrandsoftware.comIntegrand Software is unable to accept unsolicited agency resumes. Any resumes submitted become the sole property of Integrand Software, Inc.",https://www.indeed.com/rc/clk?jk=cb9603384c056cd6&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXjp9z57hHE1XOK_N7m2J2bt-BhdrQogdzP3xc9-PmOQTQ&astse=ef4adcf8922c9159&assa=6502&vjfrom=serp,30+ days ago,N/A
"Quantitative Analyst, Ph.D. Intern","D. E. Shaw & Co., L.P.","New York, NY",4.1 out of 5 stars from 59 employee ratings,"The D. E. Shaw group’s summer doctoral internship program exposes talented Ph.D. candidates to the projects and environment associated with full-time work in quantitative analysis and software development at the firm. Ph.D. interns can expect to be part of an inclusive environment, and interact with fellow interns and employees of similar academic backgrounds while discovering how the analytical skills gained from their graduate programs may relate to the work done here. Throughout the internship, Ph.D. candidates are encouraged to attend our academic speaker series and track academic progress in various areas that may be of interest.",https://www.indeed.com/rc/clk?jk=bb351cdc284c1404&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXgXovCcyf0shfwWylanmkB9Iv02HSGSZoWequxOEmCHqw&astse=8b5cd53f627b3f7c&assa=7147&vjfrom=serp,30+ days ago,N/A
New York City Internal Audit and Financial Advisory Intern - 2022,Protiviti,"New York, NY",3.6 out of 5 stars from 192 employee ratings,"Are You Ready to Live Protiviti?The Protiviti Career provides opportunity to learn, inspire, and advance within a collaborative and diverse culture. We hire curious individuals for whom learning is a passion. Together, we focus on our mission of delivering confidence in a dynamic world – and the world has perhaps never been more dynamic.At every level, we champion leaders who live our values of integrity, inclusion, and innovation. Imagining our work as a journey, we believe integrity guides our way, inclusion moves us forward together, and innovation creates new destinations.Living our values every day. That's Living Protiviti.Are you inspired to make a difference?You’ve come to the right place.POSITION HIGHLIGHTSInternal Audit and Financial Advisory Interns work with Protiviti’s clients, who are typically among the world’s leading companies. As an intern, you collaborate with the team to deliver client solutions for complex business problems that these organizations face. Experience tells us that our future leaders need to be both knowledgeable and deep in an area of expertise, but versatile having a broad range of capabilities and skill sets to solve today’s complex business problems. That’s why we focus on developing interns across our business, so you gain experience in different industries, grow your technical capabilities, and gain leadership qualities that will ensure your future success.Our culture is grounded in empowerment, teamwork, and problem-solving. At all career levels, we encourage innovation, seeking your ideas and insights. Our people care about one another; they coach and guide; and they help each member of our team be their very best.When you join our team, you will participate in a Liftoff with Protiviti, our topnotch onboarding live-virtual experience with gamification embedded in the delivery. You will also attend The Intern Challenge, an experiential learning course that will help you transition successfully into your role as an intern.Protiviti’s internship is an innovative experience designed to take you on a journey to immerse you in our unique business and culture. Through our internship, you may work across a variety of industries and engage in internal initiatives, all of which will fuel your curiosity, uncover hidden strengths, and prepare you for your career. You will gain a preview of Protiviti’s Foundations, our innovative entry-level full-time career opportunity, which is structured to shape your experiences and learning that will generally give you experiences in business operations, consulting, data, relationship building, technology, and innovation.With each project, you receive hands-on training in a nurturing environment and interact with leaders across our practice. Talent Managers will assign specific project experiences that support career growth, your skills, and the needs of the business. A network of advisors will help you navigate challenges and celebrate milestones. There are opportunities to join committees, participate in employee network groups, enjoy social, civic, and networking activities, to aid in building meaningful relationships across the firm and in the community.Internal Audit and Financial Advisory Interns are hired into one of the two different specific solution segments, including:Technology Audit and Advisory: Helps companies evaluate their ability to protect information assets, through testing and evaluating current company processes. This includes not only security protocols and development processes, but also continued availability of information to authorized parties. Technology Auditors are involved in assessing and advising on virtually every aspect of the way an organization uses technology to protect and enhance enterprise value- controls & regulatory compliance, security, privacy, software development, disaster recovery, technology governance, business intelligence and many others.Business Process Audit and Advisory: Helps companies become more innovative and explore their business processes, identify and mitigate emerging risks, and develop creative solutions to complex business challenges as well as encourage best practices to enhance business functions. Process Auditors provide confidence to leaders that their organizations can meet the demands of changing environments. Managing risk, monitoring and testing controls, enhancing security and improving corporate governance are core internal audit services.Meaningful onboarding. Impactful training. Foundational learning. These experiences define Protiviti’s award-winning internship – an experience that builds upon your skills and knowledge and enables you to thrive professionally.QUALIFICATIONSDegree: Bachelor’s or Master’s degree in a relevant discipline (e.g., Accounting, Finance, Information Systems, Information Technology, and Management Information Systems)Visa Status: All applicants applying for U.S. job openings need authorization to work in the United States for Protiviti without sponsorship now or in the futureGraduation Status: Must be within one year of graduation at time of internshipTechnical Skills Desired of an entry-level Internal Audit and Financial Advisory Consultant:Advanced verbal and written communication skills, including documentation of findings and recommendationsAbility to apply critical thinking skills and innovation to client engagements across various industriesA foundation in core business processesInterest in internal audit processes, technology concepts, tools and objectivesExperience in tools such as Microsoft Office (particularly Project, Access, Excel and PowerPoint), Power BI, and TableauWHAT MAKES YOU SUCCESSFULStrong academic backgroundWorking in teams, as well as independentlyBeing creative and analyticalPassionate about evaluating, synthesizing, organizing and interpreting data and informationPossessing excellent leadership, communication, and interpersonal skillsAbility to self-motivate and take responsibility for personal growth and developmentDesiring to learn and a receptiveness to feedback and mentoringDisplaying an interest in technology, or business operationsDrive towards obtaining professional certifications including, but not limited to, the CPA, CIA, CISAARE YOU ON BOARD WITH TRAVEL?Since we work with clients, typically at their sites, this position requires travel to client sites. Out-of-town travel may also be required. Interns need reliable transportation to and from local client sites. Safety is our top priority; we continue to evaluate the risk associated with travel and work with our employees to manage expectations when necessary.Note: Students may apply for only one location or solution. Duplicate applications will not be accepted. Applicants must be 18 years of age at the time of the internship to be considered.",https://www.indeed.com/rc/clk?jk=2eeee5b5301b3efc&from=vj&pos=bottom&mvj=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXgwvn5t49m-L_W5lK9MwOzikiS-2XS_43VyhyRGICpJaw&astse=9c8251f110a9765c&assa=7838&vjfrom=serp,30+ days ago,N/A
Intern Software Developer,Datix,United States,N/A,"Is this you?Assertive, factual communicatorContinually pursuing personal growth and learningMake decisions based on factsGoal orientedProactive Multi-taskerStrive for order and structureIf so, we have a great opportunity waiting: the Intern Software Developer will learn a multitude of software development languages and strategies. Prove yourself and you'll quickly convert to a full-time employee with competitive pay and benefits.At Datix we:Work with Cutting Edge TechnologiesOffer great opportunity for Career AdvancementHave a fast-paced environment where you'll never get bored working on just 1 projectTechnologies:C#, .NetPHPApexERP, CRM, and E-commerce PlatformsDuties:Build and test new systems and enhancements using the Datix dev processQuickly get up to speed on new technologiesCreate high quality code deliverablesQualifications:Bachelor degree in Computer Science, Engineering or Information Systems a plusExperience with at least one programming languageExperience with at least one database management systemStrong attention to detail, dependability, and follow throughDesire to learn new technologiesNo H1B sponsorship available at this time.Datix is a rapidly growing software consulting services company based in St. Louis, MO with clients throughout North America. During our 20 years in operation we have applied our unique approach to optimizing business processes to clients in a wide range of industries including distribution, manufacturing, and professional services.Job Types: Full-time, InternshipSchedule:Monday to Friday",https://www.indeed.com/viewjob?t=Intern+Software+Developer&l=United+States&jk=d4d4ab18b511b515&adid=371510359&ad=-6NYlbfkN0Cs4GoTGZX2Oe4W4RiMCuJ3yO4Y9Ozoor4Flzyg-drYawTbN9k_aGJsDs3xSdwOdXq1vUvx8tHp0XjDZswviv6Vfy9rlQw_1fBPy_71JZxVrMYOAAvwFmaPSaGqGncjfupxpyiuXeK0yeLMWl03WZkPYmb9cT25wrPqJP4D63uXXnKsK1a504rxKDy64aAzdN18RAUq9WsE8Qt4yxjTUmaL3050GE3fjn-rFH-9Yz4ikscMbCojPCovQIbHnsxnBPY1jckQMMz1-cDn_AtV5TyLJUo2j-onWeZhrc7t99dsUfZeHBRPJta8pn9wqHuWApqfIR990uEiOgnZ0EQm-Z6d&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,30+ days ago,N/A
Software Support Intern,Recreation Dynamics,United States,N/A,"This is a part time paid internship for a Technical Support role at a Long Island based software company.Our internship is 6-month program where you will have the chance to gain exposure to a corporate environment, prepare for a full-time career and confirm or modify your career aspirations.Responsibilities:· Able to respond to L1 and L2 System Support Tickets in a timely manner.· Interact with customers to provide various types of support, including but not limited to:Setting up & configuring systems on client machinesTroubleshooting issues encountered with the software productHardware related support – printers, scanners, etc.Efficiently interact with stakeholders from different teams withing in the organization to resolve and if required, escalate issuesEngage with customers, provide training, respond to inquiriesBe able to run database sql queriesBe able to work in rotating shift (early morning, evening, weekends)Required Skills:Good analytical and problem-solving skillsStrong written and verbal communication skillsAbility to Document a Technical Issue for escalationCustomer Service and Relationship ManagementRecent graduates are welcomed!At the end of the program you will be evaluated for full-time employment.Job Type: InternshipPay: $15.00 - $17.00 per hourBenefits:401(k)Dental InsuranceHealth InsurancePaid Time OffVision InsuranceSchedule:Day ShiftMonday to FridayNight ShiftWeekendsCOVID-19 considerations:Our support staff is currently working remotely. Training will be done remotely.Experience:SQL: 1 year (Required)Work Location:Fully RemoteCompany's website:www.usedirect.comBenefit Conditions:Only full-time employees eligibleWork Remotely:Yes",https://www.indeed.com/viewjob?t=Software+Support+Intern&l=United+States&jk=9d3e15d51260dda5&adid=65822278&ad=-6NYlbfkN0CzKzJjxkWxGW2oMJ-RU-23w6I-jCgBa4Q95oIbJXjvH0NjxEfHCIrHmXk53oMjSgVdC3ocnO_D2zmHFJgUPUT1NxV6TSztbHkDsLID5s9POAoUdAFLxnNh3-s5YLeA_nuowFGEQUtyOG1-NLk1XqTNGR8UlQ7CjTMaCd2yZDbkvQllXpiCvJiCGBeLIj3I2cB6MDZMaDI4hGNoham6zZdziqxTG5nOkmiMEVypxPqbj6QbkRnRsTbkorw7m05TUq55bC5iYp9rxCPwBKa09L6p5_0_dWSirpqQoTccLPVXTpOZPITDq7pXxOxFTk-ysvY%3D&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,30+ days ago,$15 - $17 an hour
